stop_id,stop_code,stop_name,stop_desc,stop_lat,stop_lon,zone_id,stop_url,location_type,parent_station,stop_timezone,wheelchair_boarding,level_id,platform_code
F1_0_X5_1,F1_0_X5_1,Domino Park / Greenpoint 1,Synthetic infill stop for demo feed,40.719690,-73.960892,Z1,,0,,,1,L_STREET,
F1_0_X5_2,F1_0_X5_2,Domino Park / Greenpoint 2,Synthetic infill stop for demo feed,40.724944,-73.957446,Z1,,0,,,1,L_STREET,
F1_0_X6_1,F1_0_X6_1,Greenpoint / Long Island City 1,Synthetic infill stop for demo feed,40.734774,-73.951767,Z1,,0,,,1,L_STREET,
F1_0_X6_2,F1_0_X6_2,Greenpoint / Long Island City 2,Synthetic infill stop for demo feed,40.739541,-73.950332,Z1,,0,,,1,L_STREET,
F1_0_X7_1,F1_0_X7_1,Long Island City / East 34 St Ferry 1,Synthetic infill stop for demo feed,40.739024,-73.955041,Z1,,0,,,1,L_STREET,
F1_0_X7_2,F1_0_X7_2,Long Island City / East 34 St Ferry 2,Synthetic infill stop for demo feed,40.742843,-73.962762,Z1,,0,,,1,L_STREET,
F1_1_X1_1,F1_1_X1_1,East 34 St Ferry / Long Island City 1,Synthetic infill stop for demo feed,40.742843,-73.962762,Z1,,0,,,1,L_STREET,
F1_1_X1_2,F1_1_X1_2,East 34 St Ferry / Long Island City 2,Synthetic infill stop for demo feed,40.739024,-73.955041,Z1,,0,,,1,L_STREET,
F1_1_X2_1,F1_1_X2_1,Long Island City / Greenpoint 1,Synthetic infill stop for demo feed,40.739541,-73.950332,Z1,,0,,,1,L_STREET,
F1_1_X2_2,F1_1_X2_2,Long Island City / Greenpoint 2,Synthetic infill stop for demo feed,40.734774,-73.951767,Z1,,0,,,1,L_STREET,
F1_1_X3_1,F1_1_X3_1,Greenpoint / Domino Park 1,Synthetic infill stop for demo feed,40.724944,-73.957446,Z1,,0,,,1,L_STREET,
F1_1_X3_2,F1_1_X3_2,Greenpoint / Domino Park 2,Synthetic infill stop for demo feed,40.719690,-73.960892,Z1,,0,,,1,L_STREET,
F1_1_X4_1,F1_1_X4_1,Domino Park / Williamsburg,Synthetic infill stop for demo feed,40.712547,-73.962046,Z1,,0,,,1,L_STREET,
F1_1_X5_1,F1_1_X5_1,Williamsburg / DUMBO / Fulton Ferry 1,Synthetic infill stop for demo feed,40.707190,-73.966146,Z1,,0,,,1,L_STREET,
F1_1_X5_2,F1_1_X5_2,Williamsburg / DUMBO / Fulton Ferry 2,Synthetic infill stop for demo feed,40.706082,-73.975179,Z1,,0,,,1,L_STREET,
F1_1_X5_3,F1_1_X5_3,Williamsburg / DUMBO / Fulton Ferry 3,Synthetic infill stop for demo feed,40.704959,-73.984221,Z1,,0,,,1,L_STREET,
F1_1_X6_1,F1_1_X6_1,DUMBO / Fulton Ferry / Brooklyn Bridge Park,Synthetic infill stop for demo feed,40.701750,-73.995000,Z2,,0,,,1,L_STREET,
F1_1_X7_1,F1_1_X7_1,Brooklyn Bridge Park / Wall St / Pier 11,Synthetic infill stop for demo feed,40.703474,-74.000967,Z2,,0,,,1,L_STREET,
N1_0_X1_1,N1_0_X1_1,Inwood-207 St / Harlem-125 St 1,Synthetic infill stop for demo feed,40.853025,-73.924900,Z1,,0,,,1,L_STREET,
N1_0_X1_2,N1_0_X1_2,Inwood-207 St / Harlem-125 St 2,Synthetic infill stop for demo feed,40.837950,-73.931800,Z1,,0,,,1,L_STREET,
N1_0_X1_3,N1_0_X1_3,Inwood-207 St / Harlem-125 St 3,Synthetic infill stop for demo feed,40.822871,-73.938702,Z1,,0,,,1,L_STREET,
N1_0_X2_1,N1_0_X2_1,Harlem-125 St / Times Sq-42 St 1,Synthetic infill stop for demo feed,40.788275,-73.954424,Z1,,0,,,1,L_STREET,
N1_0_X2_2,N1_0_X2_2,Harlem-125 St / Times Sq-42 St 2,Synthetic infill stop for demo feed,40.771952,-73.970933,Z1,,0,,,1,L_STREET,
N1_0_X3_1,N1_0_X3_1,Times Sq-42 St / Union Square,Synthetic infill stop for demo feed,40.745307,-73.987000,Z2,,0,,,1,L_STREET,
N1_0_X4_1,N1_0_X4_1,Union Square / Lower East Side,Synthetic infill stop for demo feed,40.726948,-73.984587,Z2,,0,,,1,L_STREET,
N1_0_X5_1,N1_0_X5_1,Lower East Side / Downtown Brooklyn,Synthetic infill stop for demo feed,40.706270,-73.989882,Z2,,0,,,1,L_STREET,
N1_0_X6_1,N1_0_X6_1,Downtown Brooklyn / Prospect Park,Synthetic infill stop for demo feed,40.676975,-73.978337,Z2,,0,,,1,L_STREET,
N1_0_X7_1,N1_0_X7_1,Prospect Park / Coney Island-Stillwell Av 1,Synthetic infill stop for demo feed,40.640361,-73.974306,Z1,,0,,,1,L_STREET,
N1_0_X7_2,N1_0_X7_2,Prospect Park / Coney Island-Stillwell Av 2,Synthetic infill stop for demo feed,40.619578,-73.979000,Z1,,0,,,1,L_STREET,
N1_0_X7_3,N1_0_X7_3,Prospect Park / Coney Island-Stillwell Av 3,Synthetic infill stop for demo feed,40.598392,-73.979205,Z1,,0,,,1,L_STREET,
N1_1_X1_1,N1_1_X1_1,Coney Island-Stillwell Av / Prospect Park 1,Synthetic infill stop for demo feed,40.598392,-73.979205,Z2,,0,,,1,L_STREET,
N1_1_X1_2,N1_1_X1_2,Coney Island-Stillwell Av / Prospect Park 2,Synthetic infill stop for demo feed,40.619572,-73.979000,Z2,,0,,,1,L_STREET,
N1_1_X1_3,N1_1_X1_3,Coney Island-Stillwell Av / Prospect Park 3,Synthetic infill stop for demo feed,40.640357,-73.974307,Z2,,0,,,1,L_STREET,
N1_1_X2_1,N1_1_X2_1,Prospect Park / Downtown Brooklyn,Synthetic infill stop for demo feed,40.676971,-73.978334,Z1,,0,,,1,L_STREET,
N1_1_X3_1,N1_1_X3_1,Downtown Brooklyn / Lower East Side,Synthetic infill stop for demo feed,40.706270,-73.989882,Z2,,0,,,1,L_STREET,
N1_1_X4_1,N1_1_X4_1,Lower East Side / Union Square,Synthetic infill stop for demo feed,40.726949,-73.984587,Z2,,0,,,1,L_STREET,
N1_1_X5_1,N1_1_X5_1,Union Square / Times Sq-42 St,Synthetic infill stop for demo feed,40.745307,-73.987000,Z2,,0,,,1,L_STREET,
N1_1_X6_1,N1_1_X6_1,Times Sq-42 St / Harlem-125 St 1,Synthetic infill stop for demo feed,40.771959,-73.970926,Z2,,0,,,1,L_STREET,
N1_1_X6_2,N1_1_X6_2,Times Sq-42 St / Harlem-125 St 2,Synthetic infill stop for demo feed,40.788280,-73.954421,Z2,,0,,,1,L_STREET,
N1_1_X7_1,N1_1_X7_1,Harlem-125 St / Inwood-207 St 1,Synthetic infill stop for demo feed,40.822877,-73.938699,Z1,,0,,,1,L_STREET,
N1_1_X7_2,N1_1_X7_2,Harlem-125 St / Inwood-207 St 2,Synthetic infill stop for demo feed,40.837946,-73.931802,Z1,,0,,,1,L_STREET,
N1_1_X7_3,N1_1_X7_3,Harlem-125 St / Inwood-207 St 3,Synthetic infill stop for demo feed,40.853023,-73.924901,Z1,,0,,,1,L_STREET,
S1_0_X2_1,S1_0_X2_1,Dyckman St / Harlem-125 St,Synthetic infill stop for demo feed,40.834191,-73.935459,Z1,,0,,,1,L_STREET,
S1_0_X3_1,S1_0_X3_1,Harlem-125 St / Columbia University,Synthetic infill stop for demo feed,40.807590,-73.954961,Z1,,0,,,1,L_STREET,
S1_0_X4_1,S1_0_X4_1,Columbia University / 72 St,Synthetic infill stop for demo feed,40.792824,-73.972618,Z1,,0,,,1,L_STREET,
S1_0_X7_1,S1_0_X7_1,Columbus Circle / Times Sq-42 St,Synthetic infill stop for demo feed,40.761636,-73.984163,Z2,,0,,,1,L_STREET,
S1_1_X9_1,S1_1_X9_1,Times Sq-42 St / Columbus Circle,Synthetic infill stop for demo feed,40.761632,-73.984165,Z2,,0,,,1,L_STREET,
S1_1_X12_1,S1_1_X12_1,72 St / Columbia University,Synthetic infill stop for demo feed,40.792824,-73.972618,Z2,,0,,,1,L_STREET,
S1_1_X13_1,S1_1_X13_1,Columbia University / Harlem-125 St,Synthetic infill stop for demo feed,40.807590,-73.954961,Z1,,0,,,1,L_STREET,
S1_1_X14_1,S1_1_X14_1,Harlem-125 St / Dyckman St,Synthetic infill stop for demo feed,40.834191,-73.935459,Z1,,0,,,1,L_STREET,
S2_0_X1_1,S2_0_X1_1,Astoria-Ditmars / 30 Av,Synthetic infill stop for demo feed,40.770524,-73.916028,Z1,,0,,,1,L_STREET,
S2_0_X2_1,S2_0_X2_1,30 Av / Queensboro Plaza,Synthetic infill stop for demo feed,40.757568,-73.929171,Z1,,0,,,1,L_STREET,
S2_0_X4_1,S2_0_X4_1,Long Island City / Grand Central,Synthetic infill stop for demo feed,40.750863,-73.961639,Z1,,0,,,1,L_STREET,
S2_0_X5_1,S2_0_X5_1,Grand Central / Union Square,Synthetic infill stop for demo feed,40.744196,-73.983672,Z1,,0,,,1,L_STREET,
S2_0_X7_1,S2_0_X7_1,East Village / Lower East Side,Synthetic infill stop for demo feed,40.722650,-73.983300,Z2,,0,,,1,L_STREET,
S2_0_X8_1,S2_0_X8_1,Lower East Side / Williamsburg 1,Synthetic infill stop for demo feed,40.712451,-73.981674,Z2,,0,,,1,L_STREET,
S2_0_X8_2,S2_0_X8_2,Lower East Side / Williamsburg 2,Synthetic infill stop for demo feed,40.709952,-73.969497,Z2,,0,,,1,L_STREET,
S2_0_X9_1,S2_0_X9_1,Williamsburg / DUMBO / Fulton Ferry,Synthetic infill stop for demo feed,40.703955,-73.974363,Z1,,0,,,1,L_STREET,
S2_0_X10_1,S2_0_X10_1,DUMBO / Fulton Ferry / Downtown Brooklyn,Synthetic infill stop for demo feed,40.698360,-73.989279,Z2,,0,,,1,L_STREET,
S2_1_X1_1,S2_1_X1_1,Downtown Brooklyn / DUMBO / Fulton Ferry,Synthetic infill stop for demo feed,40.698360,-73.989279,Z2,,0,,,1,L_STREET,
S2_1_X2_1,S2_1_X2_1,DUMBO / Fulton Ferry / Williamsburg,Synthetic infill stop for demo feed,40.703955,-73.974363,Z2,,0,,,1,L_STREET,
S2_1_X3_1,S2_1_X3_1,Williamsburg / Lower East Side 1,Synthetic infill stop for demo feed,40.709952,-73.969497,Z1,,0,,,1,L_STREET,
S2_1_X3_2,S2_1_X3_2,Williamsburg / Lower East Side 2,Synthetic infill stop for demo feed,40.712451,-73.981674,Z1,,0,,,1,L_STREET,
S2_1_X4_1,S2_1_X4_1,Lower East Side / East Village,Synthetic infill stop for demo feed,40.722650,-73.983300,Z2,,0,,,1,L_STREET,
S2_1_X6_1,S2_1_X6_1,Union Square / Grand Central,Synthetic infill stop for demo feed,40.744196,-73.983672,Z2,,0,,,1,L_STREET,
S2_1_X7_1,S2_1_X7_1,Grand Central / Long Island City,Synthetic infill stop for demo feed,40.750863,-73.961639,Z1,,0,,,1,L_STREET,
S2_1_X9_1,S2_1_X9_1,Queensboro Plaza / 30 Av,Synthetic infill stop for demo feed,40.757568,-73.929171,Z1,,0,,,1,L_STREET,
S2_1_X10_1,S2_1_X10_1,30 Av / Astoria-Ditmars,Synthetic infill stop for demo feed,40.770524,-73.916028,Z1,,0,,,1,L_STREET,
S3_0_X1_1,S3_0_X1_1,Downtown Brooklyn / Barclays Center,Synthetic infill stop for demo feed,40.688500,-73.983600,Z2,,0,,,1,L_STREET,
S3_0_X2_1,S3_0_X2_1,Barclays Center / Prospect Heights,Synthetic infill stop for demo feed,40.680554,-73.974603,Z1,,0,,,1,L_STREET,
S3_0_X3_1,S3_0_X3_1,Prospect Heights / Prospect Park,Synthetic infill stop for demo feed,40.668896,-73.969649,Z1,,0,,,1,L_STREET,
S3_0_X4_1,S3_0_X4_1,Prospect Park / Church Ave,Synthetic infill stop for demo feed,40.655521,-73.965675,Z1,,0,,,1,L_STREET,
S3_0_X5_1,S3_0_X5_1,Church Ave / Kings Hwy 1,Synthetic infill stop for demo feed,40.639895,-73.961381,Z1,,0,,,1,L_STREET,
S3_0_X5_2,S3_0_X5_2,Church Ave / Kings Hwy 2,Synthetic infill stop for demo feed,40.629402,-73.960253,Z1,,0,,,1,L_STREET,
S3_0_X5_3,S3_0_X5_3,Church Ave / Kings Hwy 3,Synthetic infill stop for demo feed,40.618935,-73.958815,Z1,,0,,,1,L_STREET,
S3_0_X6_1,S3_0_X6_1,Kings Hwy / Sheepshead Bay 1,Synthetic infill stop for demo feed,40.601195,-73.956304,Z1,,0,,,1,L_STREET,
S3_0_X6_2,S3_0_X6_2,Kings Hwy / Sheepshead Bay 2,Synthetic infill stop for demo feed,40.593895,-73.955568,Z1,,0,,,1,L_STREET,
S3_0_X7_1,S3_0_X7_1,Sheepshead Bay / Brighton Beach,Synthetic infill stop for demo feed,40.581147,-73.955969,Z1,,0,,,1,L_STREET,
S3_0_X8_1,S3_0_X8_1,Brighton Beach / Coney Island-Stillwell Av,Synthetic infill stop for demo feed,40.575606,-73.971642,Z1,,0,,,1,L_STREET,
S3_1_X1_1,S3_1_X1_1,Coney Island-Stillwell Av / Brighton Beach,Synthetic infill stop for demo feed,40.575606,-73.971642,Z2,,0,,,1,L_STREET,
S3_1_X2_1,S3_1_X2_1,Brighton Beach / Sheepshead Bay,Synthetic infill stop for demo feed,40.581145,-73.955969,Z1,,0,,,1,L_STREET,
S3_1_X3_1,S3_1_X3_1,Sheepshead Bay / Kings Hwy 1,Synthetic infill stop for demo feed,40.593898,-73.955568,Z1,,0,,,1,L_STREET,
S3_1_X3_2,S3_1_X3_2,Sheepshead Bay / Kings Hwy 2,Synthetic infill stop for demo feed,40.601201,-73.956305,Z1,,0,,,1,L_STREET,
S3_1_X4_1,S3_1_X4_1,Kings Hwy / Church Ave 1,Synthetic infill stop for demo feed,40.618941,-73.958816,Z1,,0,,,1,L_STREET,
S3_1_X4_2,S3_1_X4_2,Kings Hwy / Church Ave 2,Synthetic infill stop for demo feed,40.629404,-73.960254,Z1,,0,,,1,L_STREET,
S3_1_X4_3,S3_1_X4_3,Kings Hwy / Church Ave 3,Synthetic infill stop for demo feed,40.639889,-73.961381,Z1,,0,,,1,L_STREET,
S3_1_X5_1,S3_1_X5_1,Church Ave / Prospect Park,Synthetic infill stop for demo feed,40.655522,-73.965675,Z1,,0,,,1,L_STREET,
S3_1_X6_1,S3_1_X6_1,Prospect Park / Prospect Heights,Synthetic infill stop for demo feed,40.668900,-73.969650,Z1,,0,,,1,L_STREET,
S3_1_X7_1,S3_1_X7_1,Prospect Heights / Barclays Center,Synthetic infill stop for demo feed,40.680546,-73.974597,Z1,,0,,,1,L_STREET,
S3_1_X8_1,S3_1_X8_1,Barclays Center / Downtown Brooklyn,Synthetic infill stop for demo feed,40.688500,-73.983600,Z1,,0,,,1,L_STREET,
HUB_INW_N,,Inwood-207 St (Node),,40.8681,-73.918,Z1,,3,HUB_INW,,1,L_STREET,
HUB_HAR_N,,Harlem-125 St (Node),,40.8078,-73.9456,Z1,,3,HUB_HAR,,1,L_STREET,
HUB_UWS_N,,72 St / Upper West Side (Node),,40.7789,-73.9819,Z1,,3,HUB_UWS,,1,L_STREET,
HUB_TSQ_N,,Times Sq-42 St (Node),,40.7553,-73.987,Z1,,3,HUB_TSQ,,1,L_STREET,
HUB_GCT_N,,Grand Central (Node),,40.7527,-73.9772,Z1,,3,HUB_GCT,,1,L_STREET,
HUB_WTC_N,,World Trade Center (Node),,40.7127,-74.0099,Z1,,3,HUB_WTC,,1,L_STREET,
HUB_AST_N,,Astoria-Ditmars (Node),,40.775,-73.912,Z1,,3,HUB_AST,,1,L_STREET,
HUB_LIC_N,,Long Island City (Node),,40.7443,-73.9489,Z1,,3,HUB_LIC,,1,L_STREET,
HUB_DBK_N,,Downtown Brooklyn (Node),,40.6927,-73.9893,Z1,,3,HUB_DBK,,1,L_STREET,
HUB_WBG_N,,Williamsburg (Node),,40.7083,-73.9571,Z1,,3,HUB_WBG,,1,L_STREET,
HUB_PPK_N,,Prospect Park (Node),,40.661,-73.968,Z1,,3,HUB_PPK,,1,L_STREET,
HUB_CNY_N,,Coney Island-Stillwell Av (Node),,40.5773,-73.9819,Z1,,3,HUB_CNY,,1,L_STREET,
HUB_LGA_N,,LaGuardia Terminal B (Node),,40.7754,-73.8724,Z1,,3,HUB_LGA,,1,L_STREET,
HUB_JFK_N,,JFK Terminal 8 (Node),,40.6461,-73.7881,Z1,,3,HUB_JFK,,1,L_STREET,
HUB_WSP_N,,Wall St / Pier 11 (Node),,40.7046,-74.0067,Z1,,3,HUB_WSP,,1,L_STREET,
HUB_DUM_N,,DUMBO / Fulton Ferry (Node),,40.7033,-73.9931,Z1,,3,HUB_DUM,,1,L_STREET,
HUB_34F_N,,East 34 St Ferry (Node),,40.7446,-73.9718,Z1,,3,HUB_34F,,1,L_STREET,
HUB_INW_E,,Inwood-207 St (Entrance),,40.8681,-73.918,Z1,,2,HUB_INW,,1,L_STREET,
HUB_HAR_E,,Harlem-125 St (Entrance),,40.8078,-73.9456,Z1,,2,HUB_HAR,,1,L_STREET,
HUB_UWS_E,,72 St / Upper West Side (Entrance),,40.7789,-73.9819,Z1,,2,HUB_UWS,,1,L_STREET,
HUB_TSQ_E,,Times Sq-42 St (Entrance),,40.7553,-73.987,Z1,,2,HUB_TSQ,,1,L_STREET,
HUB_GCT_E,,Grand Central (Entrance),,40.7527,-73.9772,Z1,,2,HUB_GCT,,1,L_STREET,
HUB_WTC_E,,World Trade Center (Entrance),,40.7127,-74.0099,Z1,,2,HUB_WTC,,1,L_STREET,
HUB_AST_E,,Astoria-Ditmars (Entrance),,40.775,-73.912,Z1,,2,HUB_AST,,1,L_STREET,
HUB_LIC_E,,Long Island City (Entrance),,40.7443,-73.9489,Z1,,2,HUB_LIC,,1,L_STREET,
HUB_DBK_E,,Downtown Brooklyn (Entrance),,40.6927,-73.9893,Z1,,2,HUB_DBK,,1,L_STREET,
HUB_WBG_E,,Williamsburg (Entrance),,40.7083,-73.9571,Z1,,2,HUB_WBG,,1,L_STREET,
HUB_PPK_E,,Prospect Park (Entrance),,40.661,-73.968,Z1,,2,HUB_PPK,,1,L_STREET,
HUB_CNY_E,,Coney Island-Stillwell Av (Entrance),,40.5773,-73.9819,Z1,,2,HUB_CNY,,1,L_STREET,
HUB_LGA_E,,LaGuardia Terminal B (Entrance),,40.7754,-73.8724,Z1,,2,HUB_LGA,,1,L_STREET,
HUB_JFK_E,,JFK Terminal 8 (Entrance),,40.6461,-73.7881,Z1,,2,HUB_JFK,,1,L_STREET,
HUB_WSP_E,,Wall St / Pier 11 (Entrance),,40.7046,-74.0067,Z1,,2,HUB_WSP,,1,L_STREET,
HUB_DUM_E,,DUMBO / Fulton Ferry (Entrance),,40.7033,-73.9931,Z1,,2,HUB_DUM,,1,L_STREET,
HUB_34F_E,,East 34 St Ferry (Entrance),,40.7446,-73.9718,Z1,,2,HUB_34F,,1,L_STREET,
