shape_id,shape_pt_lat,shape_pt_lon,shape_pt_sequence,shape_dist_traveled
S3_0,40.5885,-73.955,60,12.315
S3_0,40.5866,-73.9548,61,12.527
S3_0,40.585667,-73.955,62,12.632
S3_0,40.584733,-73.9552,63,12.737
S3_0,40.5838,-73.9554,64,12.842
S3_0,40.582867,-73.9556,65,12.948
S3_0,40.581933,-73.9558,66,13.053
S3_0,40.581,-73.956,67,13.158
S3_0,40.58045,-73.956933,68,13.258
S3_0,40.5799,-73.957867,69,13.357
S3_0,40.57935,-73.9588,70,13.457
S3_0,40.5788,-73.959733,71,13.557
S3_0,40.57825,-73.960667,72,13.657
S3_0,40.5777,-73.9616,73,13.756
S3_0,40.577333,-73.963167,74,13.895
S3_0,40.576967,-73.964733,75,14.033
S3_0,40.5766,-73.9663,76,14.172
S3_0,40.576233,-73.967867,77,14.31
S3_0,40.575867,-73.969433,78,14.449
S3_0,40.5755,-73.971,79,14.587
S3_0,40.5758,-73.972817,80,14.744
S3_0,40.5761,-73.974633,81,14.901
S3_0,40.5764,-73.97645,82,15.058
S3_0,40.5767,-73.978267,83,15.215
S3_0,40.577,-73.980083,84,15.372
S3_0,40.5773,-73.9819,85,15.529
S3_1,40.5773,-73.9819,1,0.0
S3_1,40.577,-73.980083,2,0.157
S3_1,40.5767,-73.978267,3,0.314
S3_1,40.5764,-73.97645,4,0.471
S3_1,40.5761,-73.974633,5,0.628
S3_1,40.5758,-73.972817,6,0.785
S3_1,40.5755,-73.971,7,0.942
S3_1,40.575867,-73.969433,8,1.081
S3_1,40.576233,-73.967867,9,1.219
S3_1,40.5766,-73.9663,10,1.357
S3_1,40.576967,-73.964733,11,1.496
S3_1,40.577333,-73.963167,12,1.634
S3_1,40.5777,-73.9616,13,1.773
S3_1,40.57825,-73.960667,14,1.873
S3_1,40.5788,-73.959733,15,1.972
S3_1,40.57935,-73.9588,16,2.072
S3_1,40.5799,-73.957867,17,2.172
S3_1,40.58045,-73.956933,18,2.272
S3_1,40.581,-73.956,19,2.371
S3_1,40.581933,-73.9558,20,2.477
S3_1,40.582867,-73.9556,21,2.582
S3_1,40.5838,-73.9554,22,2.687
S3_1,40.584733,-73.9552,23,2.792
S3_1,40.585667,-73.955,24,2.897
S3_1,40.5866,-73.9548,25,3.002
S3_1,40.5885,-73.955,26,3.214
S3_1,40.5904,-73.9552,27,3.426
S3_1,40.5923,-73.9554,28,3.638
S3_1,40.5942,-73.9556,29,3.85
S3_1,40.5961,-73.9558,30,4.062
S3_1,40.598,-73.956,31,4.274
S3_1,40.59975,-73.956167,32,4.469
S3_1,40.6015,-73.956333,33,4.664
S3_1,40.60325,-73.9565,34,4.859
S3_1,40.605,-73.956667,35,5.054
S3_1,40.60675,-73.956833,36,5.249
S3_1,40.6085,-73.957,37,5.445
S3_1,40.610417,-73.957333,38,5.66
S3_1,40.612333,-73.957667,39,5.875
S3_1,40.61425,-73.958,40,6.089
S3_1,40.616167,-73.958333,41,6.304
S3_1,40.618083,-73.958667,42,6.519
S3_1,40.62,-73.959,43,6.734
S3_1,40.6225,-73.959333,44,7.014
S3_1,40.625,-73.959667,45,7.293
S3_1,40.6275,-73.96,46,7.573
S3_1,40.63,-73.960333,47,7.852
S3_1,40.6325,-73.960667,48,8.131
S3_1,40.635,-73.961,49,8.411
S3_1,40.637567,-73.9612,50,8.697
S3_1,40.640133,-73.9614,51,8.983
S3_1,40.6427,-73.9616,52,9.269
S3_1,40.645267,-73.9618,53,9.554
S3_1,40.647833,-73.962,54,9.84
S3_1,40.6504,-73.9622,55,10.126
S3_1,40.651333,-73.962833,56,10.243
S3_1,40.652267,-73.963467,57,10.36
S3_1,40.6532,-73.9641,58,10.476
S3_1,40.654133,-73.964733,59,10.593
S3_1,40.655067,-73.965367,60,10.71
S3_1,40.656,-73.966,61,10.827
S3_1,40.656833,-73.966333,62,10.923
S3_1,40.657667,-73.966667,63,11.02
S3_1,40.6585,-73.967,64,11.117
S3_1,40.659333,-73.967333,65,11.214
S3_1,40.660167,-73.967667,66,11.311
S3_1,40.661,-73.968,67,11.408
S3_1,40.663633,-73.96855,68,11.704
S3_1,40.666267,-73.9691,69,12.001
S3_1,40.6689,-73.96965,70,12.297
S3_1,40.671533,-73.9702,71,12.593
S3_1,40.674167,-73.97075,72,12.89
S3_1,40.6768,-73.9713,73,13.186
S3_1,40.67805,-73.9724,74,13.353
S3_1,40.6793,-73.9735,75,13.521
S3_1,40.68055,-73.9746,76,13.688
S3_1,40.6818,-73.9757,77,13.855
S3_1,40.68305,-73.9768,78,14.022
S3_1,40.6843,-73.9779,79,14.189
S3_1,40.6857,-73.9798,80,14.412
S3_1,40.6871,-73.9817,81,14.636
S3_1,40.6885,-73.9836,82,14.859
S3_1,40.6899,-73.9855,83,15.083
S3_1,40.6913,-73.9874,84,15.306
S3_1,40.6927,-73.9893,85,15.529
B1_0,40.7754,-73.8724,1,0.0
B1_0,40.775333,-73.873333,2,0.079
B1_0,40.775267,-73.874267,3,0.158
B1_0,40.7752,-73.8752,4,0.237
B1_0,40.775133,-73.876133,5,0.316
B1_0,40.775067,-73.877067,6,0.395
B1_0,40.775,-73.878,7,0.474
B1_0,40.774333,-73.88,8,0.658
B1_0,40.773667,-73.882,9,0.842
B1_0,40.773,-73.884,10,1.026
B1_0,40.772333,-73.886,11,1.21
B1_0,40.771667,-73.888,12,1.394
B1_0,40.771,-73.89,13,1.578
B1_0,40.766967,-73.89005,14,2.026
B1_0,40.762933,-73.8901,15,2.475
B1_0,40.7589,-73.89015,16,2.923
B1_0,40.754867,-73.8902,17,3.372
B1_0,40.750833,-73.89025,18,3.82
B1_0,40.7468,-73.8903,19,4.269
B1_0,40.7465,-73.892417,20,4.45
B1_0,40.7462,-73.894533,21,4.632
B1_0,40.7459,-73.89665,22,4.813
B1_0,40.7456,-73.898767,23,4.994
B1_0,40.7453,-73.900883,24,5.176
B1_0,40.745,-73.903,25,5.357
B1_0,40.744583,-73.906617,26,5.665
B1_0,40.744167,-73.910233,27,5.974
B1_0,40.74375,-73.91385,28,6.282
B1_0,40.743333,-73.917467,29,6.59
B1_0,40.742917,-73.921083,30,6.898
B1_0,40.7425,-73.9247,31,7.206
B1_0,40.74255,-73.926583,32,7.365
B1_0,40.7426,-73.928467,33,7.524
B1_0,40.74265,-73.93035,34,7.683
B1_0,40.7427,-73.932233,35,7.841
B1_0,40.74275,-73.934117,36,8.0
B1_0,40.7428,-73.936,37,8.159
B1_0,40.74305,-73.93815,38,8.342
B1_0,40.7433,-73.9403,39,8.525
B1_0,40.74355,-73.94245,40,8.709
B1_0,40.7438,-73.9446,41,8.892
B1_0,40.74405,-73.94675,42,9.075
B1_0,40.7443,-73.9489,43,9.258
B1_0,40.744583,-73.950417,44,9.39
B1_0,40.744867,-73.951933,45,9.522
B1_0,40.74515,-73.95345,46,9.653
B1_0,40.745433,-73.954967,47,9.785
B1_0,40.745717,-73.956483,48,9.916
B1_0,40.746,-73.958,49,10.048
B1_0,40.74675,-73.959667,50,10.211
B1_0,40.7475,-73.961333,51,10.375
B1_0,40.74825,-73.963,52,10.538
B1_0,40.749,-73.964667,53,10.701
B1_0,40.74975,-73.966333,54,10.864
B1_0,40.7505,-73.968,55,11.028
B1_0,40.750867,-73.969533,56,11.163
B1_0,40.751233,-73.971067,57,11.299
B1_0,40.7516,-73.9726,58,11.434
B1_0,40.751967,-73.974133,59,11.57
B1_0,40.752333,-73.975667,60,11.705
B1_0,40.7527,-73.9772,61,11.84
B1_0,40.75285,-73.9782,62,11.926
B1_0,40.753,-73.9792,63,12.012
B1_0,40.75315,-73.9802,64,12.098
B1_0,40.7533,-73.9812,65,12.184
B1_0,40.75345,-73.9822,66,12.27
B1_0,40.7536,-73.9832,67,12.356
B1_0,40.753883,-73.983833,68,12.418
B1_0,40.754167,-73.984467,69,12.48
B1_0,40.75445,-73.9851,70,12.541
B1_0,40.754733,-73.985733,71,12.603
B1_0,40.755017,-73.986367,72,12.665
B1_0,40.7553,-73.987,73,12.727
B1_0,40.754917,-73.988,74,12.822
B1_0,40.754533,-73.989,75,12.916
B1_0,40.75415,-73.99,76,13.011
B1_0,40.753767,-73.991,77,13.105
B1_0,40.753383,-73.992,78,13.199
B1_0,40.753,-73.993,79,13.294
B1_0,40.7526,-73.993083,80,13.339
B1_0,40.7522,-73.993167,81,13.384
B1_0,40.7518,-73.99325,82,13.429
B1_0,40.7514,-73.993333,83,13.474
B1_0,40.751,-73.993417,84,13.519
B1_0,40.7506,-73.9935,85,13.564
B1_0,40.7495,-73.994583,86,13.717
B1_0,40.7484,-73.995667,87,13.869
B1_0,40.7473,-73.99675,88,14.022
B1_0,40.7462,-73.997833,89,14.174
B1_0,40.7451,-73.998917,90,14.327
B1_0,40.744,-74.0,91,14.48
B1_0,40.743717,-74.001,92,14.57
B1_0,40.743433,-74.002,93,14.659
B1_0,40.74315,-74.003,94,14.749
B1_0,40.742867,-74.004,95,14.839
B1_0,40.742583,-74.005,96,14.929
B1_0,40.7423,-74.006,97,15.019
B1_1,40.7423,-74.006,1,0.0
B1_1,40.742583,-74.005,2,0.09
B1_1,40.742867,-74.004,3,0.18
B1_1,40.74315,-74.003,4,0.27
B1_1,40.743433,-74.002,5,0.36
B1_1,40.743717,-74.001,6,0.45
B1_1,40.744,-74.0,7,0.54
B1_1,40.7451,-73.998917,8,0.692
B1_1,40.7462,-73.997833,9,0.845
B1_1,40.7473,-73.99675,10,0.997
B1_1,40.7484,-73.995667,11,1.15
B1_1,40.7495,-73.994583,12,1.303
B1_1,40.7506,-73.9935,13,1.455
B1_1,40.751,-73.993417,14,1.5
B1_1,40.7514,-73.993333,15,1.545
B1_1,40.7518,-73.99325,16,1.59
B1_1,40.7522,-73.993167,17,1.635
B1_1,40.7526,-73.993083,18,1.68
B1_1,40.753,-73.993,19,1.725
B1_1,40.753383,-73.992,20,1.82
B1_1,40.753767,-73.991,21,1.914
B1_1,40.75415,-73.99,22,2.009
B1_1,40.754533,-73.989,23,2.103
B1_1,40.754917,-73.988,24,2.198
B1_1,40.7553,-73.987,25,2.292
B1_1,40.755017,-73.986367,26,2.354
B1_1,40.754733,-73.985733,27,2.416
B1_1,40.75445,-73.9851,28,2.478
B1_1,40.754167,-73.984467,29,2.54
B1_1,40.753883,-73.983833,30,2.602
B1_1,40.7536,-73.9832,31,2.664
B1_1,40.75345,-73.9822,32,2.75
B1_1,40.7533,-73.9812,33,2.835
B1_1,40.75315,-73.9802,34,2.921
B1_1,40.753,-73.9792,35,3.007
B1_1,40.75285,-73.9782,36,3.093
B1_1,40.7527,-73.9772,37,3.179
B1_1,40.752333,-73.975667,38,3.314
B1_1,40.751967,-73.974133,39,3.45
B1_1,40.7516,-73.9726,40,3.585
B1_1,40.751233,-73.971067,41,3.721
B1_1,40.750867,-73.969533,42,3.856
B1_1,40.7505,-73.968,43,3.992
B1_1,40.74975,-73.966333,44,4.155
B1_1,40.749,-73.964667,45,4.318
B1_1,40.74825,-73.963,46,4.481
B1_1,40.7475,-73.961333,47,4.645
B1_1,40.74675,-73.959667,48,4.808
B1_1,40.746,-73.958,49,4.971
B1_1,40.745717,-73.956483,50,5.103
B1_1,40.745433,-73.954967,51,5.235
B1_1,40.74515,-73.95345,52,5.366
B1_1,40.744867,-73.951933,53,5.498
B1_1,40.744583,-73.950417,54,5.629
B1_1,40.7443,-73.9489,55,5.761
B1_1,40.74405,-73.94675,56,5.944
B1_1,40.7438,-73.9446,57,6.127
B1_1,40.74355,-73.94245,58,6.311
B1_1,40.7433,-73.9403,59,6.494
B1_1,40.74305,-73.93815,60,6.677
B1_1,40.7428,-73.936,61,6.86
B1_1,40.74275,-73.934117,62,7.019
B1_1,40.7427,-73.932233,63,7.178
B1_1,40.74265,-73.93035,64,7.337
B1_1,40.7426,-73.928467,65,7.495
B1_1,40.74255,-73.926583,66,7.654
B1_1,40.7425,-73.9247,67,7.813
B1_1,40.742917,-73.921083,68,8.121
B1_1,40.743333,-73.917467,69,8.429
B1_1,40.74375,-73.91385,70,8.738
B1_1,40.744167,-73.910233,71,9.046
B1_1,40.744583,-73.906617,72,9.354
B1_1,40.745,-73.903,73,9.662
B1_1,40.7453,-73.900883,74,9.843
B1_1,40.7456,-73.898767,75,10.025
B1_1,40.7459,-73.89665,76,10.206
B1_1,40.7462,-73.894533,77,10.388
B1_1,40.7465,-73.892417,78,10.569
B1_1,40.7468,-73.8903,79,10.751
B1_1,40.750833,-73.89025,80,11.199
B1_1,40.754867,-73.8902,81,11.648
B1_1,40.7589,-73.89015,82,12.096
B1_1,40.762933,-73.8901,83,12.545
B1_1,40.766967,-73.89005,84,12.993
B1_1,40.771,-73.89,85,13.442
B1_1,40.771667,-73.888,86,13.626
B1_1,40.772333,-73.886,87,13.81
B1_1,40.773,-73.884,88,13.994
B1_1,40.773667,-73.882,89,14.178
B1_1,40.774333,-73.88,90,14.362
B1_1,40.775,-73.878,91,14.546
B1_1,40.775067,-73.877067,92,14.625
B1_1,40.775133,-73.876133,93,14.704
B1_1,40.7752,-73.8752,94,14.782
B1_1,40.775267,-73.874267,95,14.861
B1_1,40.775333,-73.873333,96,14.94
B1_1,40.7754,-73.8724,97,15.019
B2_0,40.754,-74.0027,1,0.0
B2_0,40.753917,-74.00175,2,0.081
B2_0,40.753833,-74.0008,3,0.161
B2_0,40.75375,-73.99985,4,0.242
B2_0,40.753667,-73.9989,5,0.322
B2_0,40.753583,-73.99795,6,0.403
B2_0,40.7535,-73.997,7,0.483
B2_0,40.752917,-73.997,8,0.548
B2_0,40.752333,-73.997,9,0.613
B2_0,40.75175,-73.997,10,0.678
B2_0,40.751167,-73.997,11,0.743
B2_0,40.750583,-73.997,12,0.808
B2_0,40.75,-73.997,13,0.873
B2_0,40.748717,-73.9985,14,1.063
B2_0,40.747433,-74.0,15,1.254
B2_0,40.74615,-74.0015,16,1.444
B2_0,40.744867,-74.003,17,1.635
B2_0,40.743583,-74.0045,18,1.826
B2_0,40.7423,-74.006,19,2.016
B2_0,40.742917,-74.0045,20,2.16
B2_0,40.743533,-74.003,21,2.304
B2_0,40.74415,-74.0015,22,2.447
B2_0,40.744767,-74.0,23,2.591
B2_0,40.745383,-73.9985,24,2.735
B2_0,40.746,-73.997,25,2.879
B2_0,40.746767,-73.996417,26,2.977
B2_0,40.747533,-73.995833,27,3.076
B2_0,40.7483,-73.99525,28,3.174
B2_0,40.749067,-73.994667,29,3.272
B2_0,40.749833,-73.994083,30,3.371
B2_0,40.7506,-73.9935,31,3.469
B2_0,40.749833,-73.993083,32,3.561
B2_0,40.749067,-73.992667,33,3.654
B2_0,40.7483,-73.99225,34,3.746
B2_0,40.747533,-73.991833,35,3.838
B2_0,40.746767,-73.991417,36,3.93
B2_0,40.746,-73.991,37,4.022
B2_0,40.746617,-73.99045,38,4.105
B2_0,40.747233,-73.9899,39,4.188
B2_0,40.74785,-73.98935,40,4.271
B2_0,40.748467,-73.9888,41,4.353
B2_0,40.749083,-73.98825,42,4.436
B2_0,40.7497,-73.9877,43,4.519
B2_0,40.748417,-73.987683,44,4.662
B2_0,40.747133,-73.987667,45,4.804
B2_0,40.74585,-73.98765,46,4.947
B2_0,40.744567,-73.987633,47,5.09
B2_0,40.743283,-73.987617,48,5.232
B2_0,40.742,-73.9876,49,5.375
B2_0,40.742,-73.988,50,5.409
B2_0,40.742,-73.9884,51,5.443
B2_0,40.742,-73.9888,52,5.476
B2_0,40.742,-73.9892,53,5.51
B2_0,40.742,-73.9896,54,5.544
B2_0,40.742,-73.99,55,5.577
B2_0,40.740983,-73.9901,56,5.691
B2_0,40.739967,-73.9902,57,5.804
B2_0,40.73895,-73.9903,58,5.917
B2_0,40.737933,-73.9904,59,6.031
B2_0,40.736917,-73.9905,60,6.144
B2_0,40.7359,-73.9906,61,6.257
B2_0,40.735917,-73.98975,62,6.329
B2_0,40.735933,-73.9889,63,6.401
B2_0,40.73595,-73.98805,64,6.472
B2_0,40.735967,-73.9872,65,6.544
B2_0,40.735983,-73.98635,66,6.616
B2_0,40.736,-73.9855,67,6.687
B2_0,40.734667,-73.98555,68,6.836
B2_0,40.733333,-73.9856,69,6.984
B2_0,40.732,-73.98565,70,7.132
B2_0,40.730667,-73.9857,71,7.281
B2_0,40.729333,-73.98575,72,7.429
B2_0,40.728,-73.9858,73,7.577
B2_0,40.72775,-73.98525,74,7.631
B2_0,40.7275,-73.9847,75,7.685
B2_0,40.72725,-73.98415,76,7.739
B2_0,40.727,-73.9836,77,7.793
B2_0,40.72675,-73.98305,78,7.847
B2_0,40.7265,-73.9825,79,7.902
B2_0,40.724967,-73.982217,80,8.074
B2_0,40.723433,-73.981933,81,8.246
B2_0,40.7219,-73.98165,82,8.418
B2_0,40.720367,-73.981367,83,8.59
B2_0,40.718833,-73.981083,84,8.762
B2_0,40.7173,-73.9808,85,8.934
B2_1,40.7173,-73.9808,1,0.0
B2_1,40.718833,-73.981083,2,0.172
B2_1,40.720367,-73.981367,3,0.344
B2_1,40.7219,-73.98165,4,0.516
B2_1,40.723433,-73.981933,5,0.689
B2_1,40.724967,-73.982217,6,0.861
B2_1,40.7265,-73.9825,7,1.033
B2_1,40.72675,-73.98305,8,1.087
B2_1,40.727,-73.9836,9,1.141
B2_1,40.72725,-73.98415,10,1.195
B2_1,40.7275,-73.9847,11,1.249
B2_1,40.72775,-73.98525,12,1.303
B2_1,40.728,-73.9858,13,1.357
B2_1,40.729333,-73.98575,14,1.506
B2_1,40.730667,-73.9857,15,1.654
B2_1,40.732,-73.98565,16,1.802
B2_1,40.733333,-73.9856,17,1.951
B2_1,40.734667,-73.98555,18,2.099
B2_1,40.736,-73.9855,19,2.247
B2_1,40.735983,-73.98635,20,2.319
B2_1,40.735967,-73.9872,21,2.39
B2_1,40.73595,-73.98805,22,2.462
B2_1,40.735933,-73.9889,23,2.534
B2_1,40.735917,-73.98975,24,2.605
B2_1,40.7359,-73.9906,25,2.677
B2_1,40.736917,-73.9905,26,2.79
B2_1,40.737933,-73.9904,27,2.904
B2_1,40.73895,-73.9903,28,3.017
B2_1,40.739967,-73.9902,29,3.13
B2_1,40.740983,-73.9901,30,3.244
B2_1,40.742,-73.99,31,3.357
B2_1,40.742,-73.9896,32,3.391
B2_1,40.742,-73.9892,33,3.425
B2_1,40.742,-73.9888,34,3.458
B2_1,40.742,-73.9884,35,3.492
B2_1,40.742,-73.988,36,3.526
B2_1,40.742,-73.9876,37,3.559
B2_1,40.743283,-73.987617,38,3.702
B2_1,40.744567,-73.987633,39,3.845
B2_1,40.74585,-73.98765,40,3.987
B2_1,40.747133,-73.987667,41,4.13
B2_1,40.748417,-73.987683,42,4.273
B2_1,40.7497,-73.9877,43,4.416
B2_1,40.749083,-73.98825,44,4.498
B2_1,40.748467,-73.9888,45,4.581
B2_1,40.74785,-73.98935,46,4.664
B2_1,40.747233,-73.9899,47,4.747
B2_1,40.746617,-73.99045,48,4.829
B2_1,40.746,-73.991,49,4.912
B2_1,40.746767,-73.991417,50,5.004
B2_1,40.747533,-73.991833,51,5.097
B2_1,40.7483,-73.99225,52,5.189
B2_1,40.749067,-73.992667,53,5.281
B2_1,40.749833,-73.993083,54,5.373
B2_1,40.7506,-73.9935,55,5.465
B2_1,40.749833,-73.994083,56,5.564
B2_1,40.749067,-73.994667,57,5.662
B2_1,40.7483,-73.99525,58,5.76
B2_1,40.747533,-73.995833,59,5.859
B2_1,40.746767,-73.996417,60,5.957
B2_1,40.746,-73.997,61,6.056
B2_1,40.745383,-73.9985,62,6.199
B2_1,40.744767,-74.0,63,6.343
B2_1,40.74415,-74.0015,64,6.487
B2_1,40.743533,-74.003,65,6.631
B2_1,40.742917,-74.0045,66,6.775
B2_1,40.7423,-74.006,67,6.918
B2_1,40.743583,-74.0045,68,7.109
B2_1,40.744867,-74.003,69,7.3
B2_1,40.74615,-74.0015,70,7.49
B2_1,40.747433,-74.0,71,7.681
B2_1,40.748717,-73.9985,72,7.871
B2_1,40.75,-73.997,73,8.062
B2_1,40.750583,-73.997,74,8.127
B2_1,40.751167,-73.997,75,8.192
B2_1,40.75175,-73.997,76,8.257
B2_1,40.752333,-73.997,77,8.321
B2_1,40.752917,-73.997,78,8.386
B2_1,40.7535,-73.997,79,8.451
B2_1,40.753583,-73.99795,80,8.532
B2_1,40.753667,-73.9989,81,8.612
B2_1,40.75375,-73.99985,82,8.693
B2_1,40.753833,-74.0008,83,8.773
B2_1,40.753917,-74.00175,84,8.854
B2_1,40.754,-74.0027,85,8.934
B4_0,40.6927,-73.9893,1,0.0
B4_0,40.693167,-73.990383,2,0.105
B4_0,40.693633,-73.991467,3,0.21
B4_0,40.6941,-73.99255,4,0.315
B4_0,40.694567,-73.993633,5,0.42
B4_0,40.695033,-73.994717,6,0.525
B4_0,40.6955,-73.9958,7,0.63
B4_0,40.696283,-73.995983,8,0.719
B4_0,40.697067,-73.996167,9,0.807
B4_0,40.69785,-73.99635,10,0.896
B4_0,40.698633,-73.996533,11,0.984
B4_0,40.699417,-73.996717,12,1.073
B4_0,40.7002,-73.9969,13,1.161
B4_0,40.700717,-73.996267,14,1.239
B4_0,40.701233,-73.995633,15,1.318
B4_0,40.70175,-73.995,16,1.396
B4_0,40.702267,-73.994367,17,1.475
B4_0,40.702783,-73.993733,18,1.553
B4_0,40.7033,-73.9931,19,1.632
B4_0,40.703583,-73.992083,20,1.723
B4_0,40.703867,-73.991067,21,1.814
B4_0,40.70415,-73.99005,22,1.906
B4_0,40.704433,-73.989033,23,1.997
B4_0,40.704717,-73.988017,24,2.088
B4_0,40.705,-73.987,25,2.179
B4_0,40.7041,-73.9846,26,2.405
B4_0,40.7032,-73.9822,27,2.631
B4_0,40.7023,-73.9798,28,2.857
B4_0,40.7014,-73.9774,29,3.082
B4_0,40.7005,-73.975,30,3.308
B4_0,40.6996,-73.9726,31,3.534
B4_0,40.700417,-73.972,32,3.638
B4_0,40.701233,-73.9714,33,3.742
B4_0,40.70205,-73.9708,34,3.846
B4_0,40.702867,-73.9702,35,3.95
B4_0,40.703683,-73.9696,36,4.053
B4_0,40.7045,-73.969,37,4.157
B4_0,40.705133,-73.967017,38,4.339
B4_0,40.705767,-73.965033,39,4.52
B4_0,40.7064,-73.96305,40,4.702
B4_0,40.707033,-73.961067,41,4.883
B4_0,40.707667,-73.959083,42,5.064
B4_0,40.7083,-73.9571,43,5.246
B4_0,40.709717,-73.95875,44,5.456
B4_0,40.711133,-73.9604,45,5.666
B4_0,40.71255,-73.96205,46,5.876
B4_0,40.713967,-73.9637,47,6.086
B4_0,40.715383,-73.96535,48,6.297
B4_0,40.7168,-73.967,49,6.507
B4_0,40.719033,-73.964833,50,6.815
B4_0,40.721267,-73.962667,51,7.123
B4_0,40.7235,-73.9605,52,7.431
B4_0,40.725733,-73.958333,53,7.74
B4_0,40.727967,-73.956167,54,8.048
B4_0,40.7302,-73.954,55,8.356
B4_0,40.73125,-73.953333,56,8.486
B4_0,40.7323,-73.952667,57,8.615
B4_0,40.73335,-73.952,58,8.745
B4_0,40.7344,-73.951333,59,8.874
B4_0,40.73545,-73.950667,60,9.004
B4_0,40.7365,-73.95,61,9.133
B4_0,40.7378,-73.949817,62,9.279
B4_0,40.7391,-73.949633,63,9.424
B4_0,40.7404,-73.94945,64,9.57
B4_0,40.7417,-73.949267,65,9.715
B4_0,40.743,-73.949083,66,9.86
B4_0,40.7443,-73.9489,67,10.006
B4_1,40.7443,-73.9489,1,0.0
B4_1,40.743,-73.949083,2,0.145
B4_1,40.7417,-73.949267,3,0.291
B4_1,40.7404,-73.94945,4,0.436
B4_1,40.7391,-73.949633,5,0.582
B4_1,40.7378,-73.949817,6,0.727
B4_1,40.7365,-73.95,7,0.872
B4_1,40.73545,-73.950667,8,1.002
B4_1,40.7344,-73.951333,9,1.131
B4_1,40.73335,-73.952,10,1.261
B4_1,40.7323,-73.952667,11,1.391
B4_1,40.73125,-73.953333,12,1.52
B4_1,40.7302,-73.954,13,1.65
B4_1,40.727967,-73.956167,14,1.958
B4_1,40.725733,-73.958333,15,2.266
B4_1,40.7235,-73.9605,16,2.574
B4_1,40.721267,-73.962667,17,2.883
B4_1,40.719033,-73.964833,18,3.191
B4_1,40.7168,-73.967,19,3.499
B4_1,40.715383,-73.96535,20,3.709
B4_1,40.713967,-73.9637,21,3.919
B4_1,40.71255,-73.96205,22,4.129
B4_1,40.711133,-73.9604,23,4.34
B4_1,40.709717,-73.95875,24,4.55
B4_1,40.7083,-73.9571,25,4.76
B4_1,40.707667,-73.959083,26,4.941
B4_1,40.707033,-73.961067,27,5.123
B4_1,40.7064,-73.96305,28,5.304
B4_1,40.705767,-73.965033,29,5.485
B4_1,40.705133,-73.967017,30,5.667
B4_1,40.7045,-73.969,31,5.848
B4_1,40.703683,-73.9696,32,5.952
B4_1,40.702867,-73.9702,33,6.056
B4_1,40.70205,-73.9708,34,6.16
B4_1,40.701233,-73.9714,35,6.264
B4_1,40.700417,-73.972,36,6.368
B4_1,40.6996,-73.9726,37,6.472
B4_1,40.7005,-73.975,38,6.698
B4_1,40.7014,-73.9774,39,6.923
B4_1,40.7023,-73.9798,40,7.149
B4_1,40.7032,-73.9822,41,7.375
B4_1,40.7041,-73.9846,42,7.601
B4_1,40.705,-73.987,43,7.826
B4_1,40.704717,-73.988017,44,7.918
B4_1,40.704433,-73.989033,45,8.009
B4_1,40.70415,-73.99005,46,8.1
B4_1,40.703867,-73.991067,47,8.191
B4_1,40.703583,-73.992083,48,8.283
B4_1,40.7033,-73.9931,49,8.374
B4_1,40.702783,-73.993733,50,8.453
B4_1,40.702267,-73.994367,51,8.531
B4_1,40.70175,-73.995,52,8.609
B4_1,40.701233,-73.995633,53,8.688
B4_1,40.700717,-73.996267,54,8.766
B4_1,40.7002,-73.9969,55,8.845
B4_1,40.699417,-73.996717,56,8.933
B4_1,40.698633,-73.996533,57,9.022
B4_1,40.69785,-73.99635,58,9.11
B4_1,40.697067,-73.996167,59,9.198
B4_1,40.696283,-73.995983,60,9.287
B4_1,40.6955,-73.9958,61,9.375
B4_1,40.695033,-73.994717,62,9.48
B4_1,40.694567,-73.993633,63,9.586
B4_1,40.6941,-73.99255,64,9.691
B4_1,40.693633,-73.991467,65,9.796
B4_1,40.693167,-73.990383,66,9.901
B4_1,40.6927,-73.9893,67,10.006
B5_0,40.6461,-73.7881,1,0.0
B5_0,40.64775,-73.790083,2,0.248
B5_0,40.6494,-73.792067,3,0.497
B5_0,40.65105,-73.79405,4,0.745
B5_0,40.6527,-73.796033,5,0.993
B5_0,40.65435,-73.798017,6,1.242
B5_0,40.656,-73.8,7,1.49
B5_0,40.658667,-73.802,8,1.831
B5_0,40.661333,-73.804,9,2.172
B5_0,40.664,-73.806,10,2.513
B5_0,40.666667,-73.808,11,2.854
B5_0,40.669333,-73.81,12,3.196
B5_0,40.672,-73.812,13,3.537
B5_0,40.677017,-73.8102,14,4.115
B5_0,40.682033,-73.8084,15,4.693
B5_0,40.68705,-73.8066,16,5.271
B5_0,40.692067,-73.8048,17,5.849
B5_0,40.697083,-73.803,18,6.427
B5_0,40.7021,-73.8012,19,7.005
B5_0,40.70375,-73.8045,20,7.339
B5_0,40.7054,-73.8078,21,7.672
B5_0,40.70705,-73.8111,22,8.005
B5_0,40.7087,-73.8144,23,8.338
B5_0,40.71035,-73.8177,24,8.671
B5_0,40.712,-73.821,25,9.005
B5_0,40.713217,-73.824967,26,9.365
B5_0,40.714433,-73.828933,27,9.726
B5_0,40.71565,-73.8329,28,10.087
B5_0,40.716867,-73.836867,29,10.447
B5_0,40.718083,-73.840833,30,10.808
B5_0,40.7193,-73.8448,31,11.169
B5_0,40.720583,-73.84625,32,11.356
B5_0,40.721867,-73.8477,33,11.544
B5_0,40.72315,-73.84915,34,11.732
